,team,opponent,made,x,y,num,player,points,shot_type,date,venue,made_points
6273,UST,ADU,0,14,12,2,I. Batalier,2,jump shot,2018.11.07,SAC,0
6274,UST,ADU,0,17,17,27,C. Cansino,2,jump shot,2018.11.07,SAC,0
6275,UST,ADU,0,30,72,5,R. Subido,3,jump shot,2018.11.07,SAC,0
6276,UST,ADU,0,-51,69,6,M. Lee,3,jump shot,2018.11.07,SAC,0
6277,UST,ADU,0,45,56,6,M. Lee,3,jump shot,2018.11.07,SAC,0
6278,UST,ADU,0,-36,66,8,K. Zamora,3,jump shot,2018.11.07,SAC,0
6279,UST,ADU,1,-51,60,8,K. Zamora,3,jump shot,2018.11.07,SAC,3
6280,ADU,UST,0,-19,5,29,V. Magbuhos,2,jump shot,2018.11.07,SAC,0
6281,ADU,UST,0,48,58,14,J. Pingoy,3,jump shot,2018.11.07,SAC,0
6282,ADU,UST,0,5,16,2,J. Ahanmisi,2,jump shot,2018.11.07,SAC,0
6283,ADU,UST,1,-5,11,1,S. Manganti,2,jump shot,2018.11.07,SAC,2
6284,ADU,UST,1,-21,32,2,J. Ahanmisi,2,jump shot,2018.11.07,SAC,2
6285,ADU,UST,1,6,13,1,S. Manganti,2,lay up,2018.11.07,SAC,2
6286,ADU,UST,0,-8,15,1,S. Manganti,2,jump shot,2018.11.07,SAC,0
6287,ADU,UST,1,28,66,14,J. Pingoy,3,jump shot,2018.11.07,SAC,3
6288,ADU,UST,0,19,72,2,J. Ahanmisi,3,jump shot,2018.11.07,SAC,0
6289,ADU,UST,1,31,20,1,S. Manganti,2,jump shot,2018.11.07,SAC,2
6290,ADU,UST,0,13,3,1,S. Manganti,2,jump shot,2018.11.07,SAC,0
6291,ADU,UST,0,14,-1,21,P. Sarr,2,jump shot,2018.11.07,SAC,0
6292,ADU,UST,0,69,4,1,S. Manganti,3,jump shot,2018.11.07,SAC,0
6293,ADU,UST,1,-35,11,1,S. Manganti,2,jump shot,2018.11.07,SAC,2
6294,ADU,UST,0,55,44,1,S. Manganti,3,jump shot,2018.11.07,SAC,0
6297,ADU,UST,0,-55,67,2,J. Ahanmisi,3,jump shot,2018.11.07,SAC,0
6298,ADU,UST,0,-2,32,2,J. Ahanmisi,2,jump shot,2018.11.07,SAC,0
6299,ADU,UST,0,51,51,7,J. Lastimosa,3,jump shot,2018.11.07,SAC,0
6300,ADU,UST,0,-48,55,19,E. Mojica,3,jump shot,2018.11.07,SAC,0
6301,ADU,UST,0,41,10,10,S. Camacho,2,jump shot,2018.11.07,SAC,0
6302,ADU,UST,0,-63,32,1,S. Manganti,3,jump shot,2018.11.07,SAC,0
6303,ADU,UST,1,18,18,10,S. Camacho,2,lay up,2018.11.07,SAC,2
6304,ADU,UST,0,-45,60,19,E. Mojica,3,jump shot,2018.11.07,SAC,0
6305,ADU,UST,1,-11,12,7,J. Lastimosa,2,lay up,2018.11.07,SAC,2
6306,ADU,UST,0,-55,45,1,S. Manganti,3,jump shot,2018.11.07,SAC,0
6307,ADU,UST,0,15,14,1,S. Manganti,2,jump shot,2018.11.07,SAC,0
6308,ADU,UST,1,14,29,1,S. Manganti,2,jump shot,2018.11.07,SAC,2
6309,ADU,UST,0,-14,74,2,J. Ahanmisi,3,jump shot,2018.11.07,SAC,0
6310,ADU,UST,0,19,73,2,J. Ahanmisi,3,jump shot,2018.11.07,SAC,0
6311,ADU,UST,0,3,18,10,S. Camacho,2,jump shot,2018.11.07,SAC,0
6312,ADU,UST,0,11,46,1,S. Manganti,2,jump shot,2018.11.07,SAC,0
6313,ADU,UST,1,-6,29,10,S. Camacho,2,lay up,2018.11.07,SAC,2
6314,ADU,UST,0,-34,67,1,S. Manganti,3,jump shot,2018.11.07,SAC,0
6315,ADU,UST,0,46,57,14,J. Pingoy,3,jump shot,2018.11.07,SAC,0
6316,ADU,UST,0,5,11,21,P. Sarr,2,jump shot,2018.11.07,SAC,0
6317,ADU,UST,1,-5,12,19,E. Mojica,2,lay up,2018.11.07,SAC,2
6318,ADU,UST,1,-55,54,14,J. Pingoy,3,jump shot,2018.11.07,SAC,3
6319,ADU,UST,0,-20,7,10,S. Camacho,2,jump shot,2018.11.07,SAC,0
6320,ADU,UST,0,1,33,21,P. Sarr,2,jump shot,2018.11.07,SAC,0
6321,ADU,UST,0,6,34,21,P. Sarr,2,jump shot,2018.11.07,SAC,0
6322,ADU,UST,1,25,7,1,S. Manganti,2,jump shot,2018.11.07,SAC,2
6323,ADU,UST,1,13,23,19,E. Mojica,2,jump shot,2018.11.07,SAC,2
6324,ADU,UST,0,10,14,1,S. Manganti,2,jump shot,2018.11.07,SAC,0
6325,ADU,UST,0,21,26,19,E. Mojica,2,jump shot,2018.11.07,SAC,0
6326,ADU,UST,1,29,69,14,J. Pingoy,3,jump shot,2018.11.07,SAC,3
6327,ADU,UST,0,30,13,10,S. Camacho,2,jump shot,2018.11.07,SAC,0
6328,ADU,UST,1,-10,27,10,S. Camacho,2,jump shot,2018.11.07,SAC,2
6329,ADU,UST,1,-8,46,2,J. Ahanmisi,2,jump shot,2018.11.07,SAC,2
6330,ADU,UST,0,48,57,2,J. Ahanmisi,3,jump shot,2018.11.07,SAC,0
6331,ADU,UST,1,-17,8,10,S. Camacho,2,jump shot,2018.11.07,SAC,2
6332,ADU,UST,1,10,28,21,P. Sarr,2,jump shot,2018.11.07,SAC,2
6333,ADU,UST,0,18,34,2,J. Ahanmisi,2,jump shot,2018.11.07,SAC,0
6334,ADU,UST,1,2,26,7,J. Lastimosa,2,lay up,2018.11.07,SAC,2
6335,ADU,UST,0,15,19,10,S. Camacho,2,jump shot,2018.11.07,SAC,0
6337,ADU,UST,1,-1,15,7,J. Lastimosa,2,lay up,2018.11.07,SAC,2
6338,ADU,UST,1,-61,43,2,J. Ahanmisi,3,jump shot,2018.11.07,SAC,3
6339,ADU,UST,1,44,62,2,J. Ahanmisi,3,jump shot,2018.11.07,SAC,3
6340,ADU,UST,0,6,15,4,C. Catapusan,2,jump shot,2018.11.07,SAC,0
6341,ADU,UST,0,-68,3,19,E. Mojica,3,jump shot,2018.11.07,SAC,0
6342,ADU,UST,1,14,6,7,J. Lastimosa,2,jump shot,2018.11.07,SAC,2
6343,ADU,UST,1,8,61,4,C. Catapusan,2,jump shot,2018.11.07,SAC,2
6344,ADU,UST,1,-36,77,2,J. Ahanmisi,3,jump shot,2018.11.07,SAC,3
6345,ADU,UST,0,61,47,7,J. Lastimosa,3,jump shot,2018.11.07,SAC,0
6346,ADU,UST,0,-12,40,2,J. Ahanmisi,2,jump shot,2018.11.07,SAC,0
6347,ADU,UST,1,-9,14,10,S. Camacho,2,jump shot,2018.11.07,SAC,2
6348,ADU,UST,1,-10,16,10,S. Camacho,2,jump shot,2018.11.07,SAC,2
6349,ADU,UST,1,9,14,1,S. Manganti,2,jump shot,2018.11.07,SAC,2
6350,ADU,UST,1,2,20,1,S. Manganti,2,jump shot,2018.11.07,SAC,2
6351,ADU,UST,0,46,63,2,J. Ahanmisi,3,jump shot,2018.11.07,SAC,0
6352,ADU,UST,1,0,2,21,P. Sarr,2,tip in,2018.11.07,SAC,2
6353,ADU,UST,1,-10,12,10,S. Camacho,2,jump shot,2018.11.07,SAC,2
6354,ADU,UST,1,3,28,1,S. Manganti,2,jump shot,2018.11.07,SAC,2
6355,ADU,UST,1,41,11,1,S. Manganti,2,jump shot,2018.11.07,SAC,2
6356,ADU,UST,1,0,19,21,P. Sarr,2,lay up,2018.11.07,SAC,2
6357,ADU,UST,1,23,11,21,P. Sarr,2,jump shot,2018.11.07,SAC,2
6358,NU,DLSU,0,52,66,13,M. Aquino,3,jump shot,2018.11.07,SAC,0
6359,NU,DLSU,0,-46,63,1,D. Ildefonso,3,jump shot,2018.11.07,SAC,0
6360,NU,DLSU,0,-9,10,6,J. Sinclair,2,jump shot,2018.11.07,SAC,0
6361,NU,DLSU,0,48,62,13,M. Aquino,3,jump shot,2018.11.07,SAC,0
6362,NU,DLSU,1,-9,14,5,A. Diputado,2,jump shot,2018.11.07,SAC,2
6363,NU,DLSU,0,12,59,0,S. Ildefonso,2,jump shot,2018.11.07,SAC,0
6364,NU,DLSU,0,13,28,13,M. Aquino,2,jump shot,2018.11.07,SAC,0
6365,NU,DLSU,0,-61,38,0,S. Ildefonso,3,jump shot,2018.11.07,SAC,0
6366,NU,DLSU,0,0,50,5,A. Diputado,2,jump shot,2018.11.07,SAC,0
6367,NU,DLSU,0,1,16,1,D. Ildefonso,2,jump shot,2018.11.07,SAC,0
6368,NU,DLSU,0,-63,36,6,J. Sinclair,3,jump shot,2018.11.07,SAC,0
6369,NU,DLSU,0,37,10,6,J. Sinclair,2,jump shot,2018.11.07,SAC,0
6370,NU,DLSU,1,26,17,1,D. Ildefonso,2,jump shot,2018.11.07,SAC,2
6371,NU,DLSU,0,61,42,9,J. Clemente,3,jump shot,2018.11.07,SAC,0
6372,NU,DLSU,0,61,36,9,J. Clemente,3,jump shot,2018.11.07,SAC,0
6373,NU,DLSU,1,67,14,9,J. Clemente,3,jump shot,2018.11.07,SAC,3
6374,NU,DLSU,1,42,62,19,J. Gallego,3,jump shot,2018.11.07,SAC,3
6375,NU,DLSU,1,51,16,19,J. Gallego,2,jump shot,2018.11.07,SAC,2
6376,NU,DLSU,0,-28,71,19,J. Gallego,3,jump shot,2018.11.07,SAC,0
6378,NU,DLSU,0,-42,4,19,J. Gallego,2,jump shot,2018.11.07,SAC,0
6380,NU,DLSU,1,17,12,21,T. Rike,2,jump shot,2018.11.07,SAC,2
6381,NU,DLSU,1,26,15,19,J. Gallego,2,jump shot,2018.11.07,SAC,2
6382,NU,DLSU,0,-67,13,15,D. Yu,3,jump shot,2018.11.07,SAC,0
6383,NU,DLSU,0,-6,20,0,S. Ildefonso,2,jump shot,2018.11.07,SAC,0
6384,NU,DLSU,1,-52,54,9,J. Clemente,3,jump shot,2018.11.07,SAC,3
6385,NU,DLSU,1,66,34,9,J. Clemente,3,jump shot,2018.11.07,SAC,3
6386,NU,DLSU,1,53,63,9,J. Clemente,3,jump shot,2018.11.07,SAC,3
6387,NU,DLSU,1,16,5,9,J. Clemente,2,jump shot,2018.11.07,SAC,2
6388,NU,DLSU,1,58,44,9,J. Clemente,3,jump shot,2018.11.07,SAC,3
6389,NU,DLSU,1,17,25,10,I. Gaye,2,jump shot,2018.11.07,SAC,2
6390,NU,DLSU,0,0,41,10,I. Gaye,2,jump shot,2018.11.07,SAC,0
6391,NU,DLSU,1,11,14,8,A. Joson,2,jump shot,2018.11.07,SAC,2
6392,NU,DLSU,0,-43,65,8,A. Joson,3,jump shot,2018.11.07,SAC,0
6393,NU,DLSU,0,65,25,1,D. Ildefonso,3,jump shot,2018.11.07,SAC,0
6394,NU,DLSU,0,41,68,1,D. Ildefonso,3,jump shot,2018.11.07,SAC,0
6395,NU,DLSU,1,-31,44,21,T. Rike,2,jump shot,2018.11.07,SAC,2
6396,NU,DLSU,1,-1,27,9,J. Clemente,2,jump shot,2018.11.07,SAC,2
6397,NU,DLSU,0,-29,9,21,T. Rike,2,jump shot,2018.11.07,SAC,0
6398,NU,DLSU,0,-22,12,1,D. Ildefonso,2,jump shot,2018.11.07,SAC,0
6399,NU,DLSU,1,-51,49,1,D. Ildefonso,3,jump shot,2018.11.07,SAC,3
6400,NU,DLSU,0,-23,24,1,D. Ildefonso,2,jump shot,2018.11.07,SAC,0
6401,NU,DLSU,1,-11,11,0,S. Ildefonso,2,jump shot,2018.11.07,SAC,2
6402,NU,DLSU,1,36,67,1,D. Ildefonso,3,jump shot,2018.11.07,SAC,3
6403,NU,DLSU,0,50,55,1,D. Ildefonso,3,jump shot,2018.11.07,SAC,0
6404,NU,DLSU,1,-3,14,1,D. Ildefonso,2,jump shot,2018.11.07,SAC,2
6405,NU,DLSU,0,-24,52,10,I. Gaye,2,jump shot,2018.11.07,SAC,0
6406,NU,DLSU,1,-49,57,15,D. Yu,3,jump shot,2018.11.07,SAC,3
6407,NU,DLSU,0,-21,12,19,J. Gallego,2,jump shot,2018.11.07,SAC,0
6408,NU,DLSU,1,-27,13,1,D. Ildefonso,2,jump shot,2018.11.07,SAC,2
6409,NU,DLSU,0,-28,58,19,J. Gallego,2,jump shot,2018.11.07,SAC,0
6410,NU,DLSU,0,25,17,10,I. Gaye,2,jump shot,2018.11.07,SAC,0
6411,NU,DLSU,1,0,1,6,J. Sinclair,2,tip in,2018.11.07,SAC,2
6412,NU,DLSU,0,12,11,10,I. Gaye,2,jump shot,2018.11.07,SAC,0
6413,NU,DLSU,0,20,34,6,J. Sinclair,2,jump shot,2018.11.07,SAC,0
6414,NU,DLSU,1,31,24,15,D. Yu,2,jump shot,2018.11.07,SAC,2
6415,NU,DLSU,0,-21,21,21,T. Rike,2,jump shot,2018.11.07,SAC,0
6416,NU,DLSU,0,-13,20,19,J. Gallego,2,jump shot,2018.11.07,SAC,0
6417,NU,DLSU,0,-27,42,1,D. Ildefonso,2,jump shot,2018.11.07,SAC,0
6418,NU,DLSU,0,-70,10,15,D. Yu,3,jump shot,2018.11.07,SAC,0
6419,NU,DLSU,0,-32,71,1,D. Ildefonso,3,jump shot,2018.11.07,SAC,0
6420,NU,DLSU,0,-37,26,19,J. Gallego,2,jump shot,2018.11.07,SAC,0
6421,NU,DLSU,0,2,21,21,T. Rike,2,jump shot,2018.11.07,SAC,0
6422,NU,DLSU,1,-46,63,1,D. Ildefonso,3,jump shot,2018.11.07,SAC,3
6423,NU,DLSU,1,17,10,1,D. Ildefonso,2,jump shot,2018.11.07,SAC,2
6424,NU,DLSU,0,-11,10,0,S. Ildefonso,2,jump shot,2018.11.07,SAC,0
6425,NU,DLSU,0,4,27,8,A. Joson,2,jump shot,2018.11.07,SAC,0
6426,NU,DLSU,0,51,55,9,J. Clemente,3,jump shot,2018.11.07,SAC,0
6427,NU,DLSU,1,-20,7,0,S. Ildefonso,2,jump shot,2018.11.07,SAC,2
6428,DLSU,NU,1,-46,32,11,A. Melecio,2,jump shot,2018.11.07,SAC,2
6429,DLSU,NU,0,-55,47,11,A. Melecio,3,jump shot,2018.11.07,SAC,0
6430,DLSU,NU,0,54,15,6,J. Manuel,2,jump shot,2018.11.07,SAC,0
6431,DLSU,NU,0,-61,5,11,A. Melecio,2,jump shot,2018.11.07,SAC,0
6433,DLSU,NU,1,42,60,6,J. Manuel,3,jump shot,2018.11.07,SAC,3
6434,DLSU,NU,1,67,8,18,F. Serrano,3,jump shot,2018.11.07,SAC,3
6435,DLSU,NU,0,9,6,25,L. Santillian,2,jump shot,2018.11.07,SAC,0
6436,DLSU,NU,1,-7,18,11,A. Melecio,2,lay up,2018.11.07,SAC,2
6437,DLSU,NU,0,6,32,11,A. Melecio,2,jump shot,2018.11.07,SAC,0
6438,DLSU,NU,0,-29,52,19,J. Baltazar,2,jump shot,2018.11.07,SAC,0
6439,DLSU,NU,0,55,44,6,J. Manuel,3,jump shot,2018.11.07,SAC,0
6440,DLSU,NU,0,48,20,6,J. Manuel,2,jump shot,2018.11.07,SAC,0
6441,DLSU,NU,1,38,32,19,J. Baltazar,2,jump shot,2018.11.07,SAC,2
6442,DLSU,NU,0,-62,41,18,F. Serrano,3,jump shot,2018.11.07,SAC,0
6443,DLSU,NU,0,-29,11,30,A. Caracut,2,jump shot,2018.11.07,SAC,0
6444,DLSU,NU,1,23,9,7,M. Dyke,2,jump shot,2018.11.07,SAC,2
6445,DLSU,NU,0,-39,63,16,J. Go,3,jump shot,2018.11.07,SAC,0
6446,DLSU,NU,1,6,11,7,M. Dyke,2,jump shot,2018.11.07,SAC,2
6447,DLSU,NU,0,4,22,30,A. Caracut,2,jump shot,2018.11.07,SAC,0
6448,DLSU,NU,0,0,1,7,M. Dyke,2,tip in,2018.11.07,SAC,0
6449,DLSU,NU,1,-15,7,7,M. Dyke,2,jump shot,2018.11.07,SAC,2
6450,DLSU,NU,0,-42,35,7,M. Dyke,2,jump shot,2018.11.07,SAC,0
6452,DLSU,NU,0,3,12,16,J. Go,2,jump shot,2018.11.07,SAC,0
6453,DLSU,NU,1,-55,55,30,A. Caracut,3,jump shot,2018.11.07,SAC,3
6455,DLSU,NU,0,17,24,25,L. Santillian,2,jump shot,2018.11.07,SAC,0
6456,DLSU,NU,1,-10,74,16,J. Go,3,jump shot,2018.11.07,SAC,3
6457,DLSU,NU,0,55,46,16,J. Go,3,jump shot,2018.11.07,SAC,0
6458,DLSU,NU,0,-61,37,18,F. Serrano,3,jump shot,2018.11.07,SAC,0
6459,DLSU,NU,0,19,8,19,J. Baltazar,2,jump shot,2018.11.07,SAC,0
6460,DLSU,NU,0,53,8,19,J. Baltazar,2,jump shot,2018.11.07,SAC,0
6461,DLSU,NU,1,65,38,16,J. Go,3,jump shot,2018.11.07,SAC,3
6462,DLSU,NU,1,-41,3,25,L. Santillian,2,jump shot,2018.11.07,SAC,2
6463,DLSU,NU,0,16,9,11,A. Melecio,2,jump shot,2018.11.07,SAC,0
6464,DLSU,NU,0,69,16,6,J. Manuel,3,jump shot,2018.11.07,SAC,0
6465,DLSU,NU,1,1,21,25,L. Santillian,2,jump shot,2018.11.07,SAC,2
6466,DLSU,NU,0,-7,50,25,L. Santillian,2,jump shot,2018.11.07,SAC,0
6467,DLSU,NU,1,20,15,6,J. Manuel,2,lay up,2018.11.07,SAC,2
6468,DLSU,NU,1,-9,12,30,A. Caracut,2,lay up,2018.11.07,SAC,2
6469,DLSU,NU,0,-31,13,30,A. Caracut,2,jump shot,2018.11.07,SAC,0
6470,DLSU,NU,1,0,2,25,L. Santillian,2,tip in,2018.11.07,SAC,2
6471,DLSU,NU,1,-55,46,11,A. Melecio,3,jump shot,2018.11.07,SAC,3
6472,DLSU,NU,1,-47,64,30,A. Caracut,3,jump shot,2018.11.07,SAC,3
6473,DLSU,NU,1,1,14,6,J. Manuel,2,jump shot,2018.11.07,SAC,2
6474,DLSU,NU,0,-14,29,11,A. Melecio,2,jump shot,2018.11.07,SAC,0
6475,DLSU,NU,1,11,20,19,J. Baltazar,2,jump shot,2018.11.07,SAC,2
6476,DLSU,NU,0,-30,6,11,A. Melecio,2,jump shot,2018.11.07,SAC,0
6477,DLSU,NU,0,-51,57,11,A. Melecio,3,jump shot,2018.11.07,SAC,0
6478,DLSU,NU,0,-23,3,19,J. Baltazar,2,jump shot,2018.11.07,SAC,0
6479,DLSU,NU,0,5,6,25,L. Santillian,2,jump shot,2018.11.07,SAC,0
6480,DLSU,NU,1,9,11,25,L. Santillian,2,jump shot,2018.11.07,SAC,2
6481,DLSU,NU,1,-13,7,25,L. Santillian,2,jump shot,2018.11.07,SAC,2
6482,DLSU,NU,1,-21,24,25,L. Santillian,2,jump shot,2018.11.07,SAC,2
6483,DLSU,NU,0,17,86,30,A. Caracut,3,jump shot,2018.11.07,SAC,0
6484,DLSU,NU,1,2,21,11,A. Melecio,2,jump shot,2018.11.07,SAC,2
6485,DLSU,NU,1,-12,25,30,A. Caracut,2,jump shot,2018.11.07,SAC,2
6486,DLSU,NU,0,-16,66,16,J. Go,3,jump shot,2018.11.07,SAC,0
6487,DLSU,NU,1,-5,15,11,A. Melecio,2,lay up,2018.11.07,SAC,2
6488,DLSU,NU,0,23,28,19,J. Baltazar,2,jump shot,2018.11.07,SAC,0
6489,DLSU,NU,1,-15,11,11,A. Melecio,2,lay up,2018.11.07,SAC,2
6490,DLSU,NU,0,-5,33,25,L. Santillian,2,jump shot,2018.11.07,SAC,0
6491,DLSU,NU,0,-66,34,30,A. Caracut,3,jump shot,2018.11.07,SAC,0
6492,DLSU,NU,1,0,2,25,L. Santillian,2,tip in,2018.11.07,SAC,2
6493,DLSU,NU,0,47,59,19,J. Baltazar,3,jump shot,2018.11.07,SAC,0
6494,DLSU,NU,1,-13,10,25,L. Santillian,2,jump shot,2018.11.07,SAC,2
6495,DLSU,NU,1,-42,59,6,J. Manuel,3,jump shot,2018.11.07,SAC,3
6496,DLSU,NU,1,-10,5,19,J. Baltazar,2,jump shot,2018.11.07,SAC,2
6497,DLSU,NU,0,-4,26,11,A. Melecio,2,jump shot,2018.11.07,SAC,0
6498,ADU,UE,1,-70,39,14,J. Pingoy,3,jump shot,2018.11.10,SAC,3
6499,ADU,UE,0,-6,3,29,V. Magbuhos,2,jump shot,2018.11.10,SAC,0
6500,ADU,UE,0,-41,30,21,P. Sarr,2,jump shot,2018.11.10,SAC,0
6501,ADU,UE,0,37,22,14,J. Pingoy,2,jump shot,2018.11.10,SAC,0
6502,ADU,UE,0,45,8,19,E. Mojica,2,jump shot,2018.11.10,SAC,0
6503,ADU,UE,0,-8,79,7,J. Lastimosa,3,jump shot,2018.11.10,SAC,0
6504,ADU,UE,0,-7,5,1,S. Manganti,2,jump shot,2018.11.10,SAC,0
6505,ADU,UE,0,-7,0,10,S. Camacho,2,jump shot,2018.11.10,SAC,0
6506,ADU,UE,1,-54,59,7,J. Lastimosa,3,jump shot,2018.11.10,SAC,3
6507,ADU,UE,1,-58,24,11,J. Espeleta,2,jump shot,2018.11.10,SAC,2
6508,ADU,UE,1,-11,0,10,S. Camacho,2,lay up,2018.11.10,SAC,2
6509,ADU,UE,0,7,-2,10,S. Camacho,2,jump shot,2018.11.10,SAC,0
6510,ADU,UE,1,63,47,7,J. Lastimosa,3,jump shot,2018.11.10,SAC,3
6511,ADU,UE,1,-68,45,1,S. Manganti,3,jump shot,2018.11.10,SAC,3
6512,ADU,UE,1,-13,12,1,S. Manganti,2,jump shot,2018.11.10,SAC,2
6514,ADU,UE,0,-50,55,7,J. Lastimosa,3,jump shot,2018.11.10,SAC,0
6515,ADU,UE,1,-69,35,2,J. Ahanmisi,3,jump shot,2018.11.10,SAC,3
6516,ADU,UE,0,12,11,2,J. Ahanmisi,2,jump shot,2018.11.10,SAC,0
6517,ADU,UE,0,72,81,2,J. Ahanmisi,3,jump shot,2018.11.10,SAC,0
6518,ADU,UE,0,-19,10,21,P. Sarr,2,jump shot,2018.11.10,SAC,0
6519,ADU,UE,0,38,33,14,J. Pingoy,2,jump shot,2018.11.10,SAC,0
6520,ADU,UE,1,-60,52,2,J. Ahanmisi,3,jump shot,2018.11.10,SAC,3
6521,ADU,UE,0,-68,2,14,J. Pingoy,3,jump shot,2018.11.10,SAC,0
6522,ADU,UE,0,3,-1,21,P. Sarr,2,jump shot,2018.11.10,SAC,0
6523,ADU,UE,0,62,52,14,J. Pingoy,3,jump shot,2018.11.10,SAC,0
6524,ADU,UE,0,-8,3,2,J. Ahanmisi,2,jump shot,2018.11.10,SAC,0
6525,ADU,UE,1,0,0,4,C. Catapusan,2,jump shot,2018.11.10,SAC,2
6526,ADU,UE,0,-16,8,19,E. Mojica,2,jump shot,2018.11.10,SAC,0
6527,ADU,UE,0,-30,60,14,J. Pingoy,2,jump shot,2018.11.10,SAC,0
6528,ADU,UE,0,-6,0,21,P. Sarr,2,jump shot,2018.11.10,SAC,0
6529,ADU,UE,1,-9,-2,4,C. Catapusan,2,lay up,2018.11.10,SAC,2
6530,ADU,UE,0,-4,0,4,C. Catapusan,2,jump shot,2018.11.10,SAC,0
6531,ADU,UE,0,-70,-3,11,J. Espeleta,3,jump shot,2018.11.10,SAC,0
6532,ADU,UE,1,4,35,7,J. Lastimosa,2,jump shot,2018.11.10,SAC,2
6533,ADU,UE,1,58,67,2,J. Ahanmisi,3,jump shot,2018.11.10,SAC,3
6534,ADU,UE,1,-18,20,14,J. Pingoy,2,jump shot,2018.11.10,SAC,2
6535,ADU,UE,1,-7,0,10,S. Camacho,2,jump shot,2018.11.10,SAC,2
6536,ADU,UE,1,-12,41,10,S. Camacho,2,jump shot,2018.11.10,SAC,2
6537,ADU,UE,1,-47,35,2,J. Ahanmisi,2,jump shot,2018.11.10,SAC,2
6538,ADU,UE,0,-61,54,7,J. Lastimosa,3,jump shot,2018.11.10,SAC,0
6539,ADU,UE,1,7,-1,21,P. Sarr,2,jump shot,2018.11.10,SAC,2
6540,ADU,UE,0,33,37,2,J. Ahanmisi,2,jump shot,2018.11.10,SAC,0
6541,ADU,UE,0,4,3,1,S. Manganti,2,jump shot,2018.11.10,SAC,0
6542,ADU,UE,1,-3,6,21,P. Sarr,2,jump shot,2018.11.10,SAC,2
6543,ADU,UE,0,3,6,7,J. Lastimosa,2,jump shot,2018.11.10,SAC,0
6544,ADU,UE,0,-31,5,2,J. Ahanmisi,2,jump shot,2018.11.10,SAC,0
6545,ADU,UE,0,56,51,2,J. Ahanmisi,3,jump shot,2018.11.10,SAC,0
6547,ADU,UE,1,22,11,2,J. Ahanmisi,2,jump shot,2018.11.10,SAC,2
6548,ADU,UE,1,15,5,2,J. Ahanmisi,2,jump shot,2018.11.10,SAC,2
6549,ADU,UE,1,9,5,7,J. Lastimosa,2,lay up,2018.11.10,SAC,2
6550,ADU,UE,0,47,63,11,J. Espeleta,3,jump shot,2018.11.10,SAC,0
6551,ADU,UE,1,-2,0,1,S. Manganti,2,jump shot,2018.11.10,SAC,2
6554,ADU,UE,0,-59,49,1,S. Manganti,3,jump shot,2018.11.10,SAC,0
6556,ADU,UE,1,-7,6,1,S. Manganti,2,jump shot,2018.11.10,SAC,2
6557,ADU,UE,0,2,-1,1,S. Manganti,2,jump shot,2018.11.10,SAC,0
6558,ADU,UE,0,-30,-9,11,J. Espeleta,2,jump shot,2018.11.10,SAC,0
6559,ADU,UE,1,0,-4,1,S. Manganti,2,lay up,2018.11.10,SAC,2
6560,ADU,UE,0,14,2,7,J. Lastimosa,2,jump shot,2018.11.10,SAC,0
6561,ADU,UE,0,-8,7,21,P. Sarr,2,jump shot,2018.11.10,SAC,0
6562,ADU,UE,1,-3,6,21,P. Sarr,2,jump shot,2018.11.10,SAC,2
6563,ADU,UE,0,51,62,1,S. Manganti,3,jump shot,2018.11.10,SAC,0
6564,ADU,UE,0,46,-2,10,S. Camacho,2,jump shot,2018.11.10,SAC,0
6565,ADU,UE,0,-3,59,1,S. Manganti,2,jump shot,2018.11.10,SAC,0
6566,ADU,UE,1,30,35,2,J. Ahanmisi,2,jump shot,2018.11.10,SAC,2
6567,ADU,UE,1,14,46,1,S. Manganti,2,jump shot,2018.11.10,SAC,2
6568,ADU,UE,0,39,7,21,P. Sarr,2,jump shot,2018.11.10,SAC,0
6569,ADU,UE,1,-9,29,2,J. Ahanmisi,2,jump shot,2018.11.10,SAC,2
6570,ADU,UE,0,7,0,10,S. Camacho,2,jump shot,2018.11.10,SAC,0
6571,ADU,UE,1,29,75,2,J. Ahanmisi,3,jump shot,2018.11.10,SAC,3
6572,UE,ADU,1,-17,35,26,J. Cullar,2,jump shot,2018.11.10,SAC,2
6573,UE,ADU,1,2,0,18,P. Manalang,2,lay up,2018.11.10,SAC,2
6574,UE,ADU,0,-39,41,21,W. Bartolome,2,jump shot,2018.11.10,SAC,0
6575,UE,ADU,1,7,2,26,J. Cullar,2,lay up,2018.11.10,SAC,2
6576,UE,ADU,1,8,16,21,W. Bartolome,2,jump shot,2018.11.10,SAC,2
6577,UE,ADU,1,-3,-2,26,J. Cullar,2,lay up,2018.11.10,SAC,2
6578,UE,ADU,1,-21,73,23,A. Pasaol,3,jump shot,2018.11.10,SAC,3
6579,UE,ADU,1,-7,2,18,P. Manalang,2,lay up,2018.11.10,SAC,2
6580,UE,ADU,1,-54,55,23,A. Pasaol,3,jump shot,2018.11.10,SAC,3
6581,UE,ADU,0,60,47,23,A. Pasaol,3,jump shot,2018.11.10,SAC,0
6582,UE,ADU,1,10,4,18,P. Manalang,2,jump shot,2018.11.10,SAC,2
6583,UE,ADU,0,-23,84,18,P. Manalang,3,jump shot,2018.11.10,SAC,0
6584,UE,ADU,0,-18,8,9,J. Varilla,2,jump shot,2018.11.10,SAC,0
6585,UE,ADU,0,-8,2,1,C. Conner,2,jump shot,2018.11.10,SAC,0
